"id","status","date_created","user_updated","date_updated","judul","tipe_koleksi","pembuat_koleksi","lembaga_penanggungjawab","lokasi_koleksi","keterangan_koleksi","keywords","tanggal_dibuat","tanggal_publikasi","user_created.first_name","user_created.last_name","thumbnail.id","thumbnail.filename_disk"
"812C63F0-920D-40F8-89F5-2C49A3B0541F","published","2024-09-18T03:36:49.746Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T03:02:39.406Z","Tetenong","Artefak",,"Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 3 R. Diorama","<p><span style=""font-family: 'times new roman', times, serif;"">Wadah khusus makanan siap santap berbentuk silinder berdiameter 60 cm sd 100 cm, terbuat dari anyaman bambu yang dilengkapi tutup yang kedap</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Anyaman Bambu</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : 24,5 cm x 70 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 3D</span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'times new roman', times, serif;""><em>A cylindrical ready-to-eat food container with a diameter of 60 cm to 100 cm, made of woven bamboo with a tight-fitting lid.</em></span></p>
<p><span style=""font-family: 'times new roman', times, serif;""><em>Material: Bamboo Woven</em></span></p>
<p><span style=""font-family: 'times new roman', times, serif;""><em>Size: 24.5 cm x 70 cm</em></span></p>
<p><span style=""font-family: 'times new roman', times, serif;""><em>Dimensions : 3D</em></span></p>","[""sistem peralatan"",""tradisional"",""teknologi"",""sunda""]",,"2024-09-18","Naafa","Naafiatul Insi","2BEE74B0-6466-49A0-A801-95D611381715","2BEE74B0-6466-49A0-A801-95D611381715.png"
"65D0C5F0-B287-4346-A24F-5F8887794EF8","published","2024-09-18T03:35:11.336Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:59:06.876Z","Koleksi Referensi","infografis","Saskia Dwi Indriani & Annisa Yuniar, S.I.Pus.","Pusat Pengelolaan Pengetahuan Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi: 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""Infografis"",""Layanan"",""Layanan refrensi"",""Koleksi Referensi""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","CB34432C-1E05-4C2C-B527-234F260EDE0E","CB34432C-1E05-4C2C-B527-234F260EDE0E.jpg"
"054E5ECE-AF3D-45C1-8DF2-09010F1EC09B","published","2024-09-18T03:34:11.050Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T02:59:33.340Z","Golok Sunda","Artefak",,,"Gedung Grha Kandaha Lt 3 R. Diorama","<p><span style=""font-family: 'times new roman', times, serif;"">Senjata tradisional yang memiiki ciri khas tersendiri dan dianggap sebagai warisan senjata raja-raja Sunda pada masa Kerajaan Pajajaran. Golok Sunda dianggap sebagai benda pusaka yang memiliki kekuatan gaib dan digunakan sebagai alat untuk menunjukkan status sosial dan kehormatan dalam masyarakat Sunda.</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-family: 'times new roman', times, serif;""><em>A traditional weapon that has its own characteristics and is considered a legacy of the weapons of the Sunda kings during the Pajajaran Kingdom. The Sundanese machete is considered an heirloom object that has magical powers and is used as a tool to show social status and honor in Sundanese society.</em></span></p>",,,"2024-09-18","Naafa","Naafiatul Insi","62D5AAB2-D91F-4B47-96DD-255CFF887A9C","62D5AAB2-D91F-4B47-96DD-255CFF887A9C.png"
"F2D924C8-65CB-4395-80EC-BA0A6E84AFFC","published","2024-09-18T03:30:59.876Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:06:55.853Z","Layanan Sirkulasi","infografis","Saskia Dwi Indriani & Annnisa Yuniar, S.I.Pus.","Pusat Pengelolaan Pengetahuan Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi: 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">&nbsp;</span></p>","[""Sirkulasi"",""Layanan Sirkulasi"",""Peprustakaan"",""Infografis"",""Galeri"",""Layanan""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","B0504742-1216-4B26-9F1D-BB2CD0845276","B0504742-1216-4B26-9F1D-BB2CD0845276.jpg"
"2C875F28-C285-47CB-9AB8-499E1F933EAB","published","2024-09-18T03:26:46.253Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:57:33.363Z","Layanan Populer","infografis","Saskia Dwi Indriani & Annisa Yuniar, S.I.Pus.","Pusat Pengelolaan Pengetahuan Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""Infografis"",""Layanan"",""Layanan Populer"",""Koleksi Populer""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","2B3067C5-EE09-476D-A62C-37CC4E378D7E","2B3067C5-EE09-476D-A62C-37CC4E378D7E.jpg"
"5533C9DC-5C32-4D31-A3BE-4B52D1499E1B","published","2024-09-18T03:25:06.366Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T03:13:52.883Z","Jubleg","Artefak",,"Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 3 R. Diorama","<p><span style=""font-family: 'times new roman', times, serif;"">Alat tradisional sunda untuk menumbuk padi. Jenis kayu untuk membuat halu biasanya menggunakan kayu gaharu, kayu mahoni, dan kayu aren</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kayu</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran :&nbsp;24 cm x 36 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 3D</span></p>
<p>&nbsp;</p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Traditional Sundanese tool for pounding rice. Types of wood to make halu usually use gaharu wood, mahogany wood, and aren wood</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Material: Wood</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Size: 24 cm x 36 cm</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Dimensions : 3D</span></em></p>","[""sistem peralatan"",""teknologi"",""tradisional"",""sunda""]",,"2024-09-18","Naafa","Naafiatul Insi","81AE72D0-BB45-420E-9BCD-5A8CDB47CEBB","81AE72D0-BB45-420E-9BCD-5A8CDB47CEBB.png"
"60F5F5EE-3765-4792-BE28-AEB892BADB2F","published","2024-09-18T03:23:39.533Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:06:18.770Z","Layanan Multimedia","infografis","Saskia Dwi Indriani & Annisa Yuniar, S.I.Pus.","Pusat Pengelolaan Pengetahuan Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""Layanan"",""Multimedia"",""Layanan Multimedia"",""Infografis"",""Galeri""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","6D44396E-34DA-4F32-AABF-093F41301A68","6D44396E-34DA-4F32-AABF-093F41301A68.jpg"
"4A3CA264-C395-43CD-B770-7ABA1CA13658","published","2024-09-18T03:19:52.613Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T08:03:16.350Z","BNI co-Working Space","infografis","Saskia Dwi Indriani & Annisa Yuniar, S.I.Pus.","Pusat Pengelolaan Pengetahuan Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""BNI Co-Working Space"",""Working Space"",""BNI"",""Layanan"",""Infografis""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","8DCDE79F-817C-4FD8-AC3B-55347A1F7DD5","8DCDE79F-817C-4FD8-AC3B-55347A1F7DD5.jpg"
"43188BDF-450D-4358-9DC0-09FD69D6E376","published","2024-09-18T03:12:31.050Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:53:44.646Z","Layanan Pojok Statistik","infografis","Saskia Dwi Indriani & Annisa Yuniar, S.I.Pus.","Universitas Padjadjaran",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jenis: Konten Layanan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran: 24 x 36,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Jumlah: 1</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan: Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Letak: Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""pojok statistik"",""layanan"",""badan pusat statistik""]","2024-03-20","2024-09-18","Naafa","Naafiatul Insi","061D1F71-FEFD-4A49-9B25-4EDE95EA1F82","061D1F71-FEFD-4A49-9B25-4EDE95EA1F82.jpg"
"E3BA3D21-A6C2-4078-9ED9-97BE211B33EA","published","2024-04-26T08:13:27.833Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:03:31.106Z","Nyingkal","infografis","Nurul Fadilla Naufal; Ripqi Robbani; Kholifah Thalita Aulia;  Faisa Fahrul Rozi  ","Pusat Pengelolaan pengetahuan",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Galeri Kasundaan Berseri berjudul Nyingkal&nbsp;</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Editor : Naafa Naafiatul Insi S.S.I &amp; Ziani Marni S.S.I</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : 24 x 36.5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Ruang Diorama Lt 3 Gd. Grha Kandaga</span></p>
<p>&nbsp;</p>","[""infografis"",""galeri""]","2023-11-14","2024-04-26","Naafa","Naafiatul Insi","81C2738D-EDA6-4A22-89CD-49BBCCA2DF40","81C2738D-EDA6-4A22-89CD-49BBCCA2DF40.jpg"
"BBB5AEC9-92CD-4AF4-89AA-520BC1B5CBCD","published","2024-04-26T07:46:35.653Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:58:15.476Z","Buku Referensi: Ilmu & Teknologi Reproduksi Ternak","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Buku Referensi: Ilmu &amp; Teknologi Reproduksi Ternak</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""teknologi"",""reproduksi"",""ternak""]","2022-12-26","2024-04-26","Naafa","Naafiatul Insi","3DD305D4-D5A4-498E-8C9E-B945A7A13255","3DD305D4-D5A4-498E-8C9E-B945A7A13255.jpg"
"2435CCAB-04E1-49B9-85AF-251ECCE35938","published","2024-04-26T07:44:53.396Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T02:26:33.926Z","Kantong Rami","Artefak",,"Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Kantong Rami adalah tas tradisional sunda yang biasanya berbentuk segi empat dengan tali panjang&nbsp;</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Anyaman</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 3D</span></p>
<p>&nbsp;</p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Kantong Rami is a traditional Sundanese bag that is usually rectangular with a long strap</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Material: Woven</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Dimension: 3D</span></em></p>","[""sistem peralatan"",""teknologi"",""tradisional"",""sunda""]",,"2024-04-26","Naafa","Naafiatul Insi","3501AE34-03DD-4CB5-A5E1-7C92241BD3D6","3501AE34-03DD-4CB5-A5E1-7C92241BD3D6.png"
